Date,Price,Volume,Region
2015-10-11,1.29,355472.28,Kentucky
2015-10-04,1.1,377192.1,Kentucky
2015-09-27,1.28,350982.2,Kentucky
2015-09-20,1.25,353231.58,Kentucky
2015-09-13,1.24,384192.52,Kentucky
2015-09-06,1.21,466705.75,Kentucky
2015-08-30,1.3,377229.13,Kentucky
2015-08-23,1.26,405274.71,Kentucky
2015-08-16,1.3,401708.33,Kentucky
2015-08-09,1.28,414823.74,Kentucky
2015-08-02,1.33,404664.32,Kentucky
2015-07-26,1.32,395471.89,Kentucky
2015-07-19,1.29,404604.85,Kentucky
2015-07-12,1.23,411928.38,Kentucky
2015-07-05,1.26,550810.62,Kentucky
2015-06-28,1.26,423984.04,Kentucky
2015-06-21,1.27,422723.91,Kentucky
2015-06-14,1.22,431791.38,Kentucky
2015-06-07,1.18,435087.17,Kentucky
2015-05-31,1.17,435723.85,Kentucky
2015-05-24,1.26,403793.79,Kentucky
2015-05-17,1.18,397215.12,Kentucky
2015-05-10,1.14,437822.76,Kentucky
2015-05-03,1.05,662034.34,Kentucky
2015-04-26,1.27,366719.82,Kentucky
2015-04-19,1.19,415841.32,Kentucky
2015-04-12,1.24,382583.75,Kentucky
2015-04-05,1.23,404333.75,Kentucky
2015-03-29,1.2,391178.81,Kentucky
2015-03-22,1.13,424708.39,Kentucky
2015-03-15,1.22,380761.14,Kentucky
2015-03-08,1.12,415147.69,Kentucky
2015-03-01,1.02,452845.47,Kentucky
2015-02-22,1.14,405013.16,Kentucky
2015-02-15,1.13,381041.74,Kentucky
2015-02-08,0.98,432572.45,Kentucky
2015-02-01,1.04,771974.9,Kentucky
2015-01-25,1.19,360027.65,Kentucky
2015-01-18,1.22,367047.36,Kentucky
2015-01-11,1.09,429492.28,Kentucky
2015-01-04,1.05,430138.88,Kentucky
2015-12-27,0.92,439968.4,California
2015-12-20,0.94,420476.44,California
2015-12-13,0.84,462548.3,California
2015-12-06,0.67,565516.62,California
2015-11-29,0.91,385289.59,California
2015-11-22,0.98,385300.75,California
2015-11-15,0.85,501838.1,California
2015-11-08,0.92,492385.15,California
2015-11-01,1.01,468472.81,California
2015-10-25,1.08,408336.19,California
2015-10-18,1.03,447663.17,California
2015-10-11,0.93,492276.73,California
2015-10-04,1.11,404301.76,California
2015-09-27,0.93,491990.83,California
2015-09-20,1.07,448488.04,California
2015-09-13,1.08,464305.03,California
2015-09-06,1.02,502677.35,California
2015-08-30,1.04,490268.77,California
2015-08-23,1.15,459471.05,California
2015-08-16,1.05,514202.63,California
2015-08-09,1.03,630941.71,California
2015-08-02,1.07,500999.15,California
2015-07-26,1.1,495344.27,California
2015-07-19,1.15,462526.0,California
2015-07-12,1.1,490312.63,California
2015-07-05,1.05,587740.55,California
2015-06-28,1.02,495309.23,California
2015-06-21,0.94,594488.41,California
2015-06-14,0.87,630746.82,California
2015-06-07,0.89,607468.04,California
2015-05-31,0.9,569414.76,California
2015-05-24,1.08,477415.68,California
2015-05-17,1.02,458191.52,California
2015-05-10,0.85,594740.3,California
2015-05-03,0.8,740760.3,California
2015-04-26,1.11,435990.48,California
2015-04-19,1.04,488094.98,California
2015-04-12,1.01,515246.69,California
2015-04-05,1.11,469883.87,California
2015-03-29,1.08,450370.85,California
2015-03-22,0.96,515764.64,California
2015-03-15,1.06,463106.48,California
2015-03-08,0.95,504284.16,California
2015-03-01,0.83,572552.24,California
2015-02-22,0.92,516149.11,California
2015-02-15,0.94,486113.55,California
2015-02-08,0.98,448394.83,California
2015-02-01,0.85,692276.13,California
2015-01-25,1.02,406591.11,California
2015-01-18,1.01,461063.73,California
2015-01-11,0.82,544667.18,California
2015-01-04,0.94,461607.33,California
2015-12-27,1.05,692206.4,California
2015-12-20,1.15,637091.48,California
2015-12-13,1.22,616016.46,California
2015-12-06,1.06,694982.49,California
2015-11-29,1.05,651638.6,California
2015-11-22,1.04,709444.22,California
2015-11-15,0.99,775848.72,California
2015-11-08,1.4,599884.32,California
2015-11-01,0.97,869927.27,California
2015-10-25,1.55,561342.23,California
2015-10-18,1.52,586073.85,California
2015-10-11,1.58,564456.6,California
2015-10-04,1.04,762866.62,California
2015-09-27,1.38,651697.34,California
2015-09-20,1.56,578500.76,California
2015-09-13,1.53,603840.95,California
2015-09-06,1.54,646810.2,California
2015-08-30,1.53,649891.92,California
2015-08-23,1.59,610212.92,California
2015-08-16,1.59,618237.58,California
2015-08-09,1.56,603876.9,California
2015-08-02,1.57,645158.33,California
2015-07-26,1.58,628331.04,California
2015-07-19,1.56,633327.17,California
2015-07-12,1.39,680351.84,California
2015-07-05,1.53,752191.79,California
2015-06-28,1.54,646324.68,California
2015-06-21,1.52,673720.54,California
2015-06-14,1.51,696873.03,California
2015-06-07,1.31,758817.08,California
2015-05-31,1.29,764114.39,California
2015-05-24,1.37,700411.03,California
2015-05-17,1.32,701099.41,California
2015-05-10,1.3,742672.03,California
2015-05-03,1.0,1310364.67,California
2015-04-26,1.39,680839.21,California
2015-04-19,1.23,818816.7,California
2015-04-12,1.33,729890.28,California
2015-04-05,1.33,742539.71,California
2015-03-29,1.3,742583.03,California
2015-03-22,1.19,841723.81,California
2015-03-15,1.26,779754.03,California
2015-03-08,1.16,830775.42,California
2015-03-01,0.95,1039265.17,California
2015-02-22,1.23,776336.17,California
2015-02-15,1.23,696515.27,California
2015-02-08,0.92,928836.58,California
2015-02-01,0.91,1352027.64,California
2015-01-25,1.21,713523.24,California
2015-01-18,1.22,753746.51,California
2015-01-11,1.03,916450.76,California
2015-01-04,0.99,907795.89,California
2015-12-27,1.09,450185.94,Washington
2015-12-20,1.15,404862.32,Washington
2015-12-13,1.05,454428.03,Washington
2015-12-06,0.81,726504.61,Washington
2015-11-29,1.17,373309.53,Washington
2015-11-22,1.07,426337.91,Washington
2015-11-15,0.93,643402.84,Washington
2015-11-08,1.06,490827.32,Washington
2015-11-01,1.14,435921.23,Washington
2015-10-25,1.03,520698.46,Washington
2015-10-18,1.08,484106.11,Washington
2015-10-11,0.9,640331.58,Washington
2015-10-04,1.06,513268.88,Washington
2015-09-27,1.1,467791.95,Washington
2015-09-20,1.02,590721.74,Washington
2015-09-13,1.02,586503.27,Washington
2015-09-06,1.17,459793.66,Washington
2015-08-30,1.18,446850.83,Washington
2015-08-23,1.13,551498.09,Washington
2015-08-16,1.15,497526.51,Washington
2015-08-09,1.15,523157.29,Washington
2015-08-02,1.18,519887.27,Washington
2015-07-26,1.29,436208.03,Washington
2015-07-19,1.25,491653.57,Washington
2015-07-12,1.14,597860.19,Washington
2015-07-05,1.35,582037.07,Washington
2015-06-28,1.31,496302.98,Washington
2015-06-21,1.19,577605.0,Washington
2015-06-14,1.18,615500.43,Washington
2015-06-07,1.27,494855.95,Washington
2015-05-31,1.12,543908.18,Washington
2015-05-24,1.14,577946.53,Washington
2015-05-17,1.22,474081.77,Washington
2015-05-10,1.08,638696.86,Washington
2015-05-03,1.02,687972.03,Washington
2015-04-26,1.19,490426.14,Washington
2015-04-19,1.13,570030.63,Washington
2015-04-12,1.33,396728.35,Washington
2015-04-05,1.26,466120.48,Washington
2015-03-29,1.22,452743.21,Washington
2015-03-22,1.13,514196.67,Washington
2015-03-15,1.24,453589.67,Washington
2015-03-08,1.24,439846.35,Washington
2015-03-01,1.07,613535.33,Washington
2015-02-22,1.11,552036.54,Washington
2015-02-15,1.33,352335.1,Washington
2015-02-08,1.08,488980.65,Washington
2015-02-01,0.97,933148.31,Washington
2015-01-25,1.26,420124.11,Washington
2015-01-18,1.2,463472.52,Washington
2015-01-11,1.06,527350.82,Washington
2015-01-04,0.97,634522.34,Washington
2015-12-27,0.98,251443.08,SouthCarolina
2015-12-20,1.04,211066.05,SouthCarolina
2015-12-13,0.96,257166.53,SouthCarolina
2015-12-06,1.03,233274.4,SouthCarolina
2015-11-29,0.97,217965.37,SouthCarolina
2015-11-22,0.99,216767.98,SouthCarolina
2015-11-15,1.07,224373.12,SouthCarolina
2015-11-08,1.08,221080.11,SouthCarolina
2015-11-01,1.0,280886.82,SouthCarolina
2015-10-25,1.11,223607.39,SouthCarolina
2015-10-18,1.12,226246.39,SouthCarolina
2015-10-11,1.03,267962.33,SouthCarolina
2015-10-04,1.04,267919.95,SouthCarolina
2015-09-27,1.08,253422.99,SouthCarolina
2015-09-20,1.02,312177.28,SouthCarolina
2015-09-13,1.14,269754.97,SouthCarolina
2015-09-06,1.0,353755.0,SouthCarolina
2015-08-30,1.15,280699.74,SouthCarolina
2015-08-23,1.09,310381.51,SouthCarolina
2015-08-16,1.12,320750.54,SouthCarolina
2015-08-09,1.05,353930.82,SouthCarolina
2015-08-02,1.14,309611.87,SouthCarolina
2015-07-26,1.11,327629.87,SouthCarolina
2015-07-19,1.05,379505.99,SouthCarolina
2015-07-12,1.14,320934.33,SouthCarolina
2015-07-05,1.05,406711.2,SouthCarolina
2015-06-28,1.11,340424.79,SouthCarolina
2015-06-21,1.03,392755.13,SouthCarolina
2015-06-14,1.1,339919.17,SouthCarolina
2015-06-07,1.04,378845.21,SouthCarolina
2015-05-31,1.13,322891.36,SouthCarolina
2015-05-24,1.05,407499.97,SouthCarolina
2015-05-17,1.09,346700.41,SouthCarolina
2015-05-10,1.13,329845.26,SouthCarolina
2015-05-03,0.97,457411.45,SouthCarolina
2015-04-26,1.1,319659.25,SouthCarolina
2015-04-19,1.08,322940.72,SouthCarolina
2015-04-12,1.05,356627.38,SouthCarolina
2015-04-05,1.1,311646.73,SouthCarolina
2015-03-29,1.11,284839.51,SouthCarolina
2015-03-22,1.0,366680.0,SouthCarolina
2015-03-15,1.15,297855.71,SouthCarolina
2015-03-08,1.14,289679.91,SouthCarolina
2015-03-01,1.05,337576.71,SouthCarolina
2015-02-22,1.02,332918.7,SouthCarolina
2015-02-15,1.11,278514.05,SouthCarolina
2015-02-08,1.06,282822.72,SouthCarolina
2015-02-01,0.91,469684.32,SouthCarolina
2015-01-25,1.06,311348.31,SouthCarolina
2015-01-18,1.15,276205.95,SouthCarolina
2015-01-11,1.1,279706.73,SouthCarolina
2015-01-04,1.01,309024.22,SouthCarolina
2015-12-27,1.05,67099.38,Missouri
2015-12-20,1.12,61555.62,Missouri
2015-12-13,0.99,67431.18,Missouri
2015-12-06,0.85,100233.67,Missouri
2015-11-29,1.17,51432.09,Missouri
2015-11-22,1.12,56013.43,Missouri
2015-11-15,1.0,84398.93,Missouri
2015-11-08,1.08,63821.22,Missouri
2015-11-01,1.13,60151.68,Missouri
2015-10-25,1.08,66852.57,Missouri
2015-10-18,1.13,60732.92,Missouri
2015-10-11,0.94,88580.07,Missouri
2015-10-04,0.99,77514.75,Missouri
2015-09-27,1.09,63902.9,Missouri
2015-09-20,1.05,79503.08,Missouri
2015-09-13,1.03,78771.3,Missouri
2015-09-06,1.08,67101.52,Missouri
2015-08-30,1.11,61176.91,Missouri
2015-08-23,1.08,84333.73,Missouri
2015-08-16,1.15,72392.09,Missouri
2015-08-09,1.21,70351.29,Missouri
2015-08-02,1.19,74839.74,Missouri
2015-07-26,1.18,71150.24,Missouri
2015-07-19,1.16,77305.34,Missouri
2015-07-12,1.05,86318.9,Missouri
2015-07-05,1.22,91195.99,Missouri
2015-06-28,1.2,81276.47,Missouri
2015-06-21,1.12,84739.31,Missouri
2015-06-14,1.13,88579.12,Missouri
2015-06-07,1.19,79733.85,Missouri
2015-05-31,1.08,82469.7,Missouri
2015-05-24,1.07,92664.44,Missouri
2015-05-17,1.09,77996.78,Missouri
2015-05-10,1.03,95615.23,Missouri
2015-05-03,0.98,108051.54,Missouri
2015-04-26,1.08,80443.94,Missouri
2015-04-19,1.03,91379.33,Missouri
2015-04-12,1.21,64529.74,Missouri
2015-04-05,1.15,73681.06,Missouri
2015-03-29,1.12,74999.31,Missouri
2015-03-22,1.1,74725.33,Missouri
2015-03-15,1.19,71766.04,Missouri
2015-03-08,1.18,69848.58,Missouri
2015-03-01,1.03,88304.41,Missouri
2015-02-22,1.03,85295.41,Missouri
2015-02-15,1.24,57869.58,Missouri
2015-02-08,1.03,74139.25,Missouri
2015-02-01,0.97,135656.36,Missouri
2015-01-25,1.21,64116.71,Missouri
2015-01-18,1.18,69600.14,Missouri
2015-01-11,1.07,70697.07,Missouri
2015-01-04,1.0,84612.39,Missouri
2015-12-27,1.1,152121.37,Michigan
2015-12-20,1.13,135427.66,Michigan
2015-12-13,0.99,166083.52,Michigan
2015-12-06,1.09,147544.08,Michigan
2015-11-29,1.16,129475.25,Michigan
2015-11-22,1.15,134989.16,Michigan
2015-11-15,1.07,160185.59,Michigan
2015-11-08,1.18,148030.6,Michigan
2015-11-01,1.21,152077.32,Michigan
2015-10-25,1.21,151268.28,Michigan
2015-10-18,1.26,143944.11,Michigan
2015-10-11,1.15,159011.26,Michigan
2015-10-04,1.23,151219.39,Michigan
2015-09-27,1.12,175958.11,Michigan
2015-09-20,1.24,165255.03,Michigan
2015-09-13,1.15,200117.98,Michigan
2015-09-06,1.3,180705.59,Michigan
2015-08-30,1.32,164716.78,Michigan
2015-08-23,1.11,202861.68,Michigan
2015-08-16,0.88,290906.05,Michigan
2015-08-09,1.15,200794.99,Michigan
2015-08-02,1.26,184501.15,Michigan
2015-07-26,1.06,216993.01,Michigan
2015-07-19,1.2,204464.92,Michigan
2015-07-12,1.13,233579.7,Michigan
2015-07-05,1.32,224901.96,Michigan
2015-06-28,1.17,217234.17,Michigan
2015-06-21,1.26,198137.18,Michigan
2015-06-14,1.28,203247.31,Michigan
2015-06-07,1.3,194667.64,Michigan
2015-05-31,1.16,247195.62,Michigan
2015-05-24,1.18,236189.46,Michigan
2015-05-17,1.32,186936.02,Michigan
2015-05-10,1.25,218562.94,Michigan
2015-05-03,1.09,275080.92,Michigan
2015-04-26,1.37,178200.42,Michigan
2015-04-19,1.34,184979.95,Michigan
2015-04-12,1.21,214125.11,Michigan
2015-04-05,1.36,159461.64,Michigan
2015-03-29,1.21,198395.76,Michigan
2015-03-22,1.34,163325.4,Michigan
2015-03-15,1.33,157799.23,Michigan
2015-03-08,1.36,147525.59,Michigan
2015-03-01,1.24,179277.41,Michigan
2015-02-22,1.32,156112.67,Michigan
2015-02-15,1.23,169118.65,Michigan
2015-02-08,1.09,214718.99,Michigan
2015-02-01,1.1,308371.9,Michigan
2015-01-25,1.17,176820.49,Michigan
2015-01-18,1.28,170590.85,Michigan
2015-01-11,1.29,164917.61,Michigan
2015-01-04,1.15,198735.26,Michigan
2015-12-27,1.36,42344.22,Kansas
2015-12-20,1.36,39365.15,Kansas
2015-12-13,1.32,50384.57,Kansas
2015-12-06,1.17,50632.73,Kansas
2015-11-29,1.41,35852.68,Kansas
2015-11-22,1.38,39100.45,Kansas
2015-11-15,1.21,51725.93,Kansas
2015-11-08,1.23,55560.09,Kansas
2015-11-01,1.16,55095.62,Kansas
2015-10-25,1.26,48971.6,Kansas
2015-10-18,1.26,48655.18,Kansas
2015-10-11,1.32,45170.5,Kansas
2015-10-04,1.34,41904.06,Kansas
2015-09-27,1.16,54194.93,Kansas
2015-09-20,1.44,37045.75,Kansas
2015-09-13,1.44,43060.6,Kansas
2015-09-06,1.36,48358.73,Kansas
2015-08-30,1.2,53699.67,Kansas
2015-08-23,1.44,42933.81,Kansas
2015-08-16,1.42,44245.45,Kansas
2015-08-09,1.35,51094.98,Kansas
2015-08-02,1.48,41000.44,Kansas
2015-07-26,1.23,59947.27,Kansas
2015-07-19,1.38,59427.83,Kansas
2015-07-12,1.25,75144.87,Kansas
2015-07-05,1.45,68922.42,Kansas
2015-06-28,1.39,63938.81,Kansas
2015-06-21,1.4,60370.27,Kansas
2015-06-14,1.35,65184.56,Kansas
2015-06-07,1.22,69776.51,Kansas
2015-05-31,1.36,64839.58,Kansas
2015-05-24,1.35,61584.26,Kansas
2015-05-17,1.44,69649.85,Kansas
2015-05-10,1.34,78708.38,Kansas
2015-05-03,1.4,50591.38,Kansas
2015-04-26,1.4,48811.05,Kansas
2015-04-19,1.4,52800.83,Kansas
2015-04-12,1.36,46828.88,Kansas
2015-04-05,1.38,50015.81,Kansas
2015-03-29,1.29,52419.71,Kansas
2015-03-22,1.33,48180.98,Kansas
2015-03-15,1.36,42078.58,Kansas
2015-03-08,1.28,46199.2,Kansas
2015-03-01,1.32,47890.09,Kansas
2015-02-22,1.33,42662.65,Kansas
2015-02-15,1.35,38750.74,Kansas
2015-02-08,1.25,51557.01,Kansas
2015-02-01,1.26,57424.15,Kansas
2015-01-25,1.37,44517.84,Kansas
2015-01-18,1.4,40391.55,Kansas
2015-01-11,1.45,42017.49,Kansas
2015-01-04,1.33,41143.51,Kansas
2015-12-27,0.97,376187.98,Kansas
2015-12-20,1.15,238950.84,Kansas
2015-12-13,0.96,365643.92,Kansas
2015-12-06,1.17,227131.21,Kansas
2015-11-29,0.96,330060.95,Kansas
2015-11-22,0.97,311784.91,Kansas
2015-11-15,1.22,236178.67,Kansas
2015-11-08,1.21,228585.31,Kansas
2015-11-01,0.97,391514.43,Kansas
2015-10-25,1.12,234023.9,Kansas
2015-10-18,1.11,256610.0,Kansas
2015-10-11,0.88,402228.35,Kansas
2015-10-04,0.89,413839.96,Kansas
2015-09-27,1.13,252128.43,Kansas
2015-09-20,0.88,432962.29,Kansas
2015-09-13,1.1,257374.81,Kansas
2015-09-06,0.91,436528.94,Kansas
2015-08-30,1.2,262575.33,Kansas
2015-08-23,1.17,264170.2,Kansas
2015-08-16,1.17,283647.52,Kansas
2015-08-09,0.97,427229.44,Kansas
2015-08-02,1.18,274423.66,Kansas
2015-07-26,1.16,265367.52,Kansas
2015-07-19,0.97,421574.42,Kansas
2015-07-12,1.17,289138.36,Kansas
2015-07-05,0.95,482088.56,Kansas
2015-06-28,1.11,325434.49,Kansas
2015-06-21,0.95,438581.5,Kansas
2015-06-14,1.17,294964.3,Kansas
2015-06-07,0.97,433152.31,Kansas
2015-05-31,1.22,273609.96,Kansas
2015-05-24,0.99,460041.38,Kansas
2015-05-17,1.18,275260.08,Kansas
2015-05-10,1.21,287068.69,Kansas
2015-05-03,0.97,558113.22,Kansas
2015-04-26,1.19,304135.67,Kansas
2015-04-19,1.16,280464.73,Kansas
2015-04-12,0.99,425033.14,Kansas
2015-04-05,1.09,354134.22,Kansas
2015-03-29,1.2,254520.54,Kansas
2015-03-22,0.97,440106.92,Kansas
2015-03-15,1.25,257172.84,Kansas
2015-03-08,1.22,259317.73,Kansas
2015-03-01,1.0,373461.94,Kansas
2015-02-22,1.12,268415.49,Kansas
2015-02-15,1.21,242478.65,Kansas
2015-02-08,1.19,236434.37,Kansas
2015-02-01,0.92,562242.53,Kansas
2015-01-25,1.21,260471.23,Kansas
2015-01-18,1.27,228920.62,Kansas
2015-01-11,1.24,235231.08,Kansas
2015-01-04,0.97,339909.13,Kansas
2015-12-27,0.71,776404.39,NewMexico
2015-12-20,0.83,649885.76,NewMexico
2015-12-13,0.78,646041.56,NewMexico
2015-12-06,0.74,623231.77,NewMexico
2015-11-29,0.81,519028.45,NewMexico
2015-11-22,0.78,615077.36,NewMexico
2015-11-15,0.71,732695.38,NewMexico
2015-11-08,0.76,661405.9,NewMexico
2015-11-01,0.8,592115.57,NewMexico
2015-10-25,0.82,635873.6,NewMexico
2015-10-18,0.81,681501.3,NewMexico
2015-10-11,0.89,638486.47,NewMexico
2015-10-04,0.85,649050.15,NewMexico
2015-09-27,0.79,714977.26,NewMexico
2015-09-20,0.78,746249.98,NewMexico
2015-09-13,0.75,829727.75,NewMexico
2015-09-06,0.8,790420.66,NewMexico
2015-08-30,0.82,750669.14,NewMexico
2015-08-23,0.8,740213.87,NewMexico
2015-08-16,0.77,815638.81,NewMexico
2015-08-09,0.74,885883.92,NewMexico
2015-08-02,0.79,795371.51,NewMexico
2015-07-26,0.81,777883.03,NewMexico
2015-07-19,0.76,803340.22,NewMexico
2015-07-12,0.77,754672.44,NewMexico
2015-07-05,0.78,913360.72,NewMexico
2015-06-28,0.71,941135.5,NewMexico
2015-06-21,0.74,948942.53,NewMexico
2015-06-14,0.7,1035973.14,NewMexico
2015-06-07,0.68,1053997.99,NewMexico
2015-05-31,0.74,887045.15,NewMexico
2015-05-24,0.75,914966.82,NewMexico
2015-05-17,0.7,942310.32,NewMexico
2015-05-10,0.71,1019160.83,NewMexico
2015-05-03,0.74,967144.19,NewMexico
2015-04-26,0.74,899632.66,NewMexico
2015-04-19,0.7,961001.34,NewMexico
2015-04-12,0.76,840314.58,NewMexico
2015-04-05,0.76,938880.6,NewMexico
2015-03-29,0.74,908323.3,NewMexico
2015-03-22,0.85,752576.08,NewMexico
2015-03-15,0.75,827795.25,NewMexico
2015-03-08,0.73,805731.03,NewMexico
2015-03-01,0.84,723488.95,NewMexico
2015-02-22,0.85,681409.59,NewMexico
2015-02-15,0.78,743066.25,NewMexico
2015-02-08,0.72,811664.36,NewMexico
2015-02-01,0.71,916367.42,NewMexico
2015-01-25,0.8,720800.61,NewMexico
2015-01-18,0.8,729795.72,NewMexico
2015-01-11,0.92,584896.99,NewMexico
2015-01-04,0.75,758118.95,NewMexico
2016-12-25,1.52,73341.73,Oregon
2016-12-18,1.53,68938.53,Oregon
2016-12-11,1.49,71777.85,Oregon
2016-12-04,1.48,113031.96,Oregon
2016-11-27,1.52,58171.89,Oregon
2016-11-20,1.56,70089.51,Oregon
2016-11-13,1.62,63608.01,Oregon
2016-11-06,1.63,57178.2,Oregon
2016-10-30,1.46,58375.1,Oregon
2016-10-23,1.19,92080.35,Oregon
2016-10-16,1.4,69060.9,Oregon
2016-10-09,1.13,101087.84,Oregon
2016-10-02,1.51,75480.26,Oregon
2016-09-25,1.62,96853.15,Oregon
2016-09-18,1.39,79513.63,Oregon
2016-09-11,1.37,81473.15,Oregon
2016-09-04,1.44,95456.26,Oregon
2016-08-28,1.18,145323.22,Oregon
2016-08-21,1.43,94882.79,Oregon
2016-08-14,1.2,110528.09,Oregon
2016-08-07,1.48,99683.11,Oregon
2016-07-31,1.61,125586.57,Oregon
2016-07-24,1.46,98321.14,Oregon
2016-07-17,1.31,89228.02,Oregon
2016-07-10,1.11,131630.13,Oregon
2016-07-03,1.42,115907.61,Oregon
2016-06-26,1.5,133086.66,Oregon
2016-06-19,1.42,112817.51,Oregon
2016-06-12,1.38,111394.5,Oregon
2016-06-05,1.47,115857.12,Oregon
2016-05-29,1.49,127812.25,Oregon
2016-05-22,1.34,98863.64,Oregon
2016-05-15,1.36,96924.19,Oregon
2016-05-08,1.27,120194.49,Oregon
2016-05-01,1.03,173781.78,Oregon
2016-04-24,1.18,102490.2,Oregon
2016-04-17,1.22,86433.63,Oregon
2016-04-10,1.46,70253.3,Oregon
2016-04-03,0.85,81694.23,Oregon
2016-03-27,1.49,92529.27,Oregon
2016-03-20,1.32,110401.88,Oregon
2016-03-13,1.18,108264.9,Oregon
2016-03-06,1.27,90633.66,Oregon
2016-02-28,1.26,87822.43,Oregon
2016-02-21,1.28,99817.47,Oregon
2016-02-14,1.13,98008.16,Oregon
2016-02-07,1.07,169614.01,Oregon
2016-01-31,1.16,102038.32,Oregon
2016-01-24,1.22,96089.13,Oregon
2016-01-17,1.26,119972.41,Oregon
2016-01-10,1.28,79121.77,Oregon
2016-01-03,1.03,149038.15,Oregon
2016-12-25,0.91,502787.29,Kansas
2016-12-18,0.94,463483.07,Kansas
2016-12-11,1.06,422026.71,Kansas
2016-12-04,1.03,475815.02,Kansas
2016-11-27,1.22,372144.31,Kansas
2016-11-20,1.14,448936.04,Kansas
2016-11-13,1.25,408260.87,Kansas
2016-11-06,1.29,393826.35,Kansas
2016-10-30,1.26,408314.87,Kansas
2016-10-23,1.23,422281.05,Kansas
2016-10-16,1.16,459564.78,Kansas
2016-10-09,1.23,452109.18,Kansas
2016-10-02,1.26,440044.4,Kansas
2016-09-25,1.26,435756.8,Kansas
2016-09-18,1.01,527700.95,Kansas
2016-09-11,0.9,597759.18,Kansas
2016-09-04,0.89,614657.03,Kansas
2016-08-28,0.95,539642.66,Kansas
2016-08-21,0.94,549139.07,Kansas
2016-08-14,0.87,666493.32,Kansas
2016-08-07,1.04,508354.34,Kansas
2016-07-31,0.98,537633.39,Kansas
2016-07-24,1.0,495686.56,Kansas
2016-07-17,1.01,474063.61,Kansas
2016-07-10,0.92,560865.26,Kansas
2016-07-03,0.77,789398.22,Kansas
2016-06-26,0.85,606856.8,Kansas
2016-06-19,0.78,692767.07,Kansas
2016-06-12,0.78,608386.28,Kansas
2016-06-05,0.75,691201.38,Kansas
2016-05-29,0.78,691344.07,Kansas
2016-05-22,0.79,585351.77,Kansas
2016-05-15,0.68,755306.53,Kansas
2016-05-08,0.81,643699.77,Kansas
2016-05-01,0.77,735635.49,Kansas
2016-04-24,0.79,654018.81,Kansas
2016-04-17,0.89,512348.02,Kansas
2016-04-10,0.83,590001.82,Kansas
2016-04-03,1.03,423485.95,Kansas
2016-03-27,0.98,458635.34,Kansas
2016-03-20,0.98,496190.99,Kansas
2016-03-13,0.9,588656.86,Kansas
2016-03-06,1.03,458837.18,Kansas
2016-02-28,0.9,555470.58,Kansas
2016-02-21,1.04,417205.77,Kansas
2016-02-14,0.97,481484.29,Kansas
2016-02-07,0.76,722211.0,Kansas
2016-01-31,1.04,437490.64,Kansas
2016-01-24,0.92,528776.51,Kansas
2016-01-17,1.04,445089.93,Kansas
2016-01-10,0.93,558348.8,Kansas
2016-01-03,1.05,449263.47,Kansas
2016-12-25,1.47,550947.61,Ohio
2016-12-18,1.21,691008.74,Ohio
2016-12-11,1.35,599161.08,Ohio
2016-12-04,1.41,566956.23,Ohio
2016-11-27,1.49,539924.84,Ohio
2016-11-20,1.6,566160.06,Ohio
2016-11-13,1.73,559978.64,Ohio
2016-11-06,1.8,537945.82,Ohio
2016-10-30,1.86,522546.62,Ohio
2016-10-23,1.85,584275.61,Ohio
2016-10-16,1.69,638848.04,Ohio
2016-10-09,1.59,676188.97,Ohio
2016-10-02,1.66,672759.7,Ohio
2016-09-25,1.58,678671.71,Ohio
2016-09-18,1.5,732424.67,Ohio
2016-09-11,1.34,885728.19,Ohio
2016-09-04,1.51,762218.08,Ohio
2016-08-28,1.57,732545.7,Ohio
2016-08-21,1.48,727279.79,Ohio
2016-08-14,1.52,742291.98,Ohio
2016-08-07,1.52,746493.74,Ohio
2016-07-31,1.65,698627.62,Ohio
2016-07-24,1.64,719104.08,Ohio
2016-07-17,1.47,730875.32,Ohio
2016-07-10,1.37,831187.91,Ohio
2016-07-03,1.38,844337.61,Ohio
2016-06-26,1.36,830072.5,Ohio
2016-06-19,1.37,850692.3,Ohio
2016-06-12,1.34,850862.92,Ohio
2016-06-05,1.33,860858.18,Ohio
2016-05-29,1.19,890196.73,Ohio
2016-05-22,1.19,837573.29,Ohio
2016-05-15,1.12,901689.79,Ohio
2016-05-08,0.95,1103888.28,Ohio
2016-05-01,1.07,929492.14,Ohio
2016-04-24,1.13,915500.04,Ohio
2016-04-17,1.13,841839.93,Ohio
2016-04-10,1.12,789348.02,Ohio
2016-04-03,1.14,770876.88,Ohio
2016-03-27,1.19,781627.98,Ohio
2016-03-20,1.1,880238.91,Ohio
2016-03-13,1.18,845574.79,Ohio
2016-03-06,1.21,819706.7,Ohio
2016-02-28,1.12,888570.06,Ohio
2016-02-21,1.2,739486.27,Ohio
2016-02-14,1.11,905144.72,Ohio
2016-02-07,1.1,966321.0,Ohio
2016-01-31,1.11,748107.09,Ohio
2016-01-24,1.09,1022653.39,Ohio
2016-01-17,1.17,836225.86,Ohio
2016-01-10,1.17,780979.13,Ohio
2016-01-03,1.11,816760.46,Ohio
2016-12-25,1.03,71168.92,Idaho
2016-12-18,1.02,64421.58,Idaho
2016-12-11,0.8,98346.8,Idaho
2016-12-04,1.01,72471.63,Idaho
2016-11-27,1.22,51941.45,Idaho
2016-11-20,1.27,62526.51,Idaho
